Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/11/2012 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/12/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/09/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/09/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Melrose Street,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Melrose Street,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Melrose Street,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Melrose Street,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Mccracken Street,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Mccracken Street,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Mccracken Street,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Mccracken Street,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Mccracken Street,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Mccracken Street,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/11/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Market Street,Water,Water,68,kL,130.8704347826,05/09/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lothian Street,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lothian Street,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Water,Water,6,kL,12.5373333333,04/25/2013 12:00:00 AM,07/23/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Water,Water,11,kL,14.96,07/24/2013 12:00:00 AM,10/23/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Water,Water,36,kL,48.96,10/24/2013 12:00:00 AM,01/24/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Water,Water,48,kL,100.2986666667,04/25/2013 12:00:00 AM,07/23/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lorimer Street,Water,Water,35,kL,47.6,07/24/2013 12:00:00 AM,10/23/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,02/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/11/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lonsdale Street,Water,Water,0,kL,0,05/11/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lonsdale Street,Water,Water,0,kL,0,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lonsdale Street,Water,Water,0,kL,0,02/13/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lonsdale Street,Water,Water,0,kL,0,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lonsdale Street,Water,Water,0,kL,0,05/11/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lonsdale Street,Water,Water,0,kL,0,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lambeth Street,Water,Water,0,kL,0,05/10/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lambeth Street,Water,Water,0,kL,0,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lambeth Street,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Lambeth Street,Water,Water,0,kL,0,08/08/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Import Lane,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Hydra Way,Water,Water,0,kL,0,02/15/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Hydra Way,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,4,kL,7.5444210526,05/11/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Harbour Esplanade,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Harbour Esplanade,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Footscray Road,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Footscray Road,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/15/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Kensington Cattle Yard Display,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Dudley Street,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Dudley Street,Water,Water,0,kL,0,08/08/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Ievers,Water,Water,0,kL,0,08/08/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Docklands Drive,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Docklands Drive,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Curzon Street,Water,Water,0,kL,0,05/10/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Curzon Street,Water,Water,0,kL,0,08/09/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Curtin Street,Water,Water,0,kL,0,05/04/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Curtin Street,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - College Cresent,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - College Cresent,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Ievers,Water,Water,0,kL,0,08/09/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - College Cresent,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - College Cresent,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - College Cresent,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Hawke And Millar,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Hawke And Millar,Water,Water,0,kL,0,08/09/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Clowes Street,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Clowes Street,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Chapman Street,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Chapman Street,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Eades,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/15/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Eades,Water,Water,0,kL,0,08/16/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Brunton Avenue,Water,Water,0,kL,0,05/13/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Brunton Avenue,Water,Water,136,kL,184.96,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Darling Square,Water,Water,0,kL,0,05/10/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Burston,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Burston,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Anderson Street,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Anderson Street,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Water,Water,79,kL,153.7236956522,05/07/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Argyle Square,Water,Water,175,kL,238,08/07/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Alexandra Avenue,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Alexandra Avenue,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Alexandra Avenue,Water,Water,1522,kL,2964.856,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Alexandra Avenue,Water,Water,1078,kL,1466.08,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Shrine,Water,Water,320,kL,528.2461538462,06/04/2013 12:00:00 AM,09/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Shrine,Water,Water,426,kL,579.36,09/03/2013 12:00:00 AM,12/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,0,kL,0,05/03/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,0,kL,0,08/03/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Womens Peace Gardens,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Womens Peace Gardens,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,0,kL,0,02/09/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,0,kL,0,05/06/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Water,Water,36,kL,48.96,10/01/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Water,Water,112,kL,233.1323076923,04/25/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Sturt Street,Water,Water,1,kL,1.36,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Spring Street,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Spring Street,Water,Water,0,kL,0,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,0,kL,0,04/25/2013 12:00:00 AM,07/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,124,kL,168.64,07/31/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Parliament,Water,Water,740,kL,1006.4,08/16/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,17,kL,35.2874157303,04/27/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,105,kL,142.8,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,741,kL,1542.42,04/25/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,303,kL,630.7061538462,04/25/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Southbank Promenade,Water,Water,47,kL,63.92,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Robertson Street,Water,Water,0,kL,0,05/10/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Robertson Street,Water,Water,0,kL,0,08/13/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Queensbridge Square,Water,Water,12,kL,24.9784615385,04/25/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Queensbridge Square,Water,Water,341,kL,463.76,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Water,Water,11,kL,21.3795505618,05/09/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Water,Water,103,kL,140.08,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Water,Water,9081,kL,17689.788,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Kings Domain,Water,Water,9063,kL,12325.68,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Point Park,Water,Water,33,kL,68.4991011236,04/27/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Point Park,Water,Water,40,kL,54.4,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Point Park,Water,Water,111,kL,230.4060674157,04/27/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Point Park,Water,Water,42,kL,57.12,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Fawkner,Water,Water,248,kL,488.1324137931,05/08/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Fawkner,Water,Water,253,kL,344.08,08/03/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Fawkner,Water,Water,2010,kL,3915.48,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Fawkner,Water,Water,3195,kL,4345.2,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Liddy Street,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Ye,Water,Water,255,kL,532.8366666667,04/25/2013 12:00:00 AM,07/23/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Ye,Water,Water,220,kL,299.2,07/24/2013 12:00:00 AM,10/23/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Marina Ye,Water,Water,359,kL,488.24,10/24/2013 12:00:00 AM,01/24/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Latrobe Cottage - Kings Domain,Water,Water,135,kL,240.3,06/04/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Latrobe Cottage - Kings Domain,Water,Water,158,kL,214.88,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Latrobe Cottage - Kings Domain,Water,Water,4,kL,5.44,08/07/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Water,Water,209,kL,403.1677419355,05/08/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Water,Water,727,kL,988.72,08/09/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Shrine Reserve,Water,Water,9,kL,17.532,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Shrine Reserve,Water,Water,11,kL,14.96,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Princes Park Residence,Water,Water,0,kL,0,05/06/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Princes Park Residence,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Princes Park Residence,Water,Water,0,kL,0,11/05/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Kings Domain,Water,Water,79,kL,153.892,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Kings Domain,Water,Water,91,kL,123.76,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Treasury,Water,Water,38,kL,72.064,05/10/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Treasury,Water,Water,5201,kL,7073.36,08/13/2013 12:00:00 AM,12/16/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Treasury,Water,Water,10650,kL,14484,12/17/2013 12:00:00 AM,03/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Queen Victoria,Water,Water,551,kL,1073.348,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Queen Victoria,Water,Water,1068,kL,1452.48,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Queen Victoria,Water,Water,565,kL,1100.62,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Queen Victoria,Water,Water,411,kL,558.96,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Water,Water,2664,kL,5189.472,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden Alexandra,Water,Water,3238,kL,4403.68,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Victoria Parade,Water,Water,0,kL,0,05/14/2013 12:00:00 AM,08/15/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Victoria Parade,Water,Water,0,kL,0,08/16/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Victoria Parade,Water,Water,0,kL,0,08/16/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,04/25/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,27,kL,36.72,07/25/2013 12:00:00 AM,10/25/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,4,kL,7.792,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,235,kL,319.6,08/06/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,308,kL,418.88,10/01/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,2,kL,3.9365517241,05/08/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,21,kL,28.56,08/03/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,2,kL,3.9365517241,05/08/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,32,kL,43.52,08/03/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,384,kL,755.8179310345,05/08/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,36,kL,48.96,08/03/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,84,kL,174.8492307692,04/25/2013 12:00:00 AM,07/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,95,kL,129.2,07/25/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,425,kL,578,10/25/2013 12:00:00 AM,01/28/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,07/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - St Kilda Road,Water,Water,0,kL,0,10/01/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Flemington Road,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
